company_id,company_name,website,industry,primary_service,country,city,state,employee_range,estimated_revenue_usd,founded_year,ownership,customer_profile,business_model,revenue_model,geography,key_services,growth_signal,reputation_signal,technology_stack,linkedin_url,company_description,demo_fit
C211,Vornado Realty Trust,https://vornadore.com,Real Estate,"Commercial office real estate: investment, ownership, and management",United States,New York,New York,501-1000,3000M,1991,Public,Office tenants; corporate tenants; retail tenants,Real Estate,Rental income + property appreciation,United States,"Office buildings, retail properties, mixed-use developments in New York and other major markets",Stable,Neutral,Real Estate;Office;Property Management;Leasing;Development;Capital Markets,https://www.linkedin.com/company/vornado-realty-trust,Commercial real estate investment trust focused on office and retail properties in major U.S. markets including New York City,Low
C212,Boston Properties,https://bostonproperties.com,Real Estate,Premier office real estate: Class A office buildings in major U.S. cities,United States,Boston,Massachusetts,501-1000,4000M,1970,Public,Corporate office tenants; financial services; professional services,Real Estate,Rental income + leasing,United States,"Class A office buildings in Boston, New York, Washington DC, Chicago, Los Angeles, San Francisco, Seattle",Stable,Neutral,Real Estate;Office;Property Management;Leasing;Premium Office,https://www.linkedin.com/company/boston-properties,"REIT owning and operating premier Class A office buildings in major U.S. markets including Boston, New York, Washington DC, and San Francisco",Low
C213,Tanger Factory Outlet Centers,https://tanger.com,Real Estate,Outlet shopping centers: factory outlet retail real estate,United States,New York,New York,501-1000,2000M,1973,Public,Outlet retailers; luxury and brand tenants; consumers,Real Estate,Rental income + leasing fees,North America,"Factory outlet centers, outlet retail real estate, value retail shopping centers",Stable,Neutral,Real Estate;Outlet Centers;Retail;Leasing;Shopping Centers,https://www.linkedin.com/company/tanger-factory-outlet-centers,REIT owning and operating a portfolio of premium factory outlet centers across the United States and international locations,Low
C214,Kilroy Realty Corporation,https://kilroyre.com,Real Estate,"Office, mixed-use, and industrial real estate development and ownership",United States,Los Angeles,California,501-1000,1400M,1960,Public,Office tenants; retailers; consumers; technology companies,Real Estate,Rental income + development profit,United States,"Office buildings, mixed-use developments, industrial properties in California and the Western U.S.",Stable,Neutral,Real Estate;Office;Mixed-Use;Development;Property Management;California,https://www.linkedin.com/company/kilroy-realty,"Real estate company developing and owning office, mixed-use, and industrial properties primarily in California and the Western United States",Low
C215,RLI Corp,https://rlicorp.com,Real Estate,"Logistics, warehouse, and distribution real estate",United States,Chicago,Illinois,501-1000,3000M,1990,Public,Logistics companies; e-commerce; retailers; distribution companies,Real Estate,Rental income + leasing fees,North America,"Warehouse, distribution, logistics, and light industrial properties across North America",Growing,Neutral,Real Estate;Logistics;Warehouse;Distribution;Leasing;Property Management,https://www.linkedin.com/company/rlicorp,"Real estate company specializing in logistics, warehouse, and distribution properties serving e-commerce, retail, and supply chain tenants",Low
C216,Sony Group,https://sony.com,Entertainment & Media,"Entertainment: gaming, music, movies, TV, electronics, and financial services",Japan,Tokyo,Tokyo,10001-50000,90000M,1946,Public,Consumers; gamers; music listeners; movie/TV audiences; businesses,Consumer + B2B,Product sales + content licensing + game sales + services,Global,"PlayStation, music (Sony Music), movies (Sony Pictures), TV, electronics (VAIO, sensors), financial services",Growing,Positive,Gaming;Music;Film;TV;Consumer Electronics;Entertainment;Finance,https://www.linkedin.com/company/sony-group,"Global entertainment and electronics conglomerate with leading gaming (PlayStation), music (Sony Music), film (Sony Pictures), and consumer electronics businesses",Medium
C217,Live Nation Entertainment,https://livenation.com,Entertainment & Media,"Live entertainment: concert promotion, ticketing, and artist management",United States,New York,New York,101-250,15000M,2005,Public,Fans; artists; venues; festivals; sponsors,B2C + B2B,Ticket sales + concert promotion + artist management,Global,"Concert promotion, ticketing (Ticketmaster, Live Nation), artist management, festivals, venue operations",Growing,Mixed,Live Events;Ticketing;Venue Operations;Artist Management;Festival Production,https://www.linkedin.com/company/live-nation-entertainment,"Live entertainment company combining concert promotion, ticketing (Ticketmaster), artist management, and venue operations for music and live events globally",Medium
C218,Sea Limited,https://shopee.com,Entertainment & Media,"Digital entertainment and e-commerce: Garena gaming, Shopee e-commerce, SeaMoney fintech",Singapore,Singapore,Singapore,501-1000,20000M,2009,Public,Consumers; gamers; online shoppers; digital payment users,B2C,E-commerce + gaming + fintech revenue,Global + Asia,"Garena (Free Fire, League of Legends), Shopee e-commerce, SeaMoney digital payments",Growing,Mixed,Gaming;E-commerce;Fintech;Digital Platforms;Mobile;SEA,https://www.linkedin.com/company/sea-limited,"Leading consumer internet company in Southeast Asia operating Garena gaming, Shopee e-commerce, and SeaMoney digital financial services across the region",Medium
C219,MGM Resorts International,https://mgmresorts.com,Entertainment & Media,"Gaming and hospitality: casinos, hotels, resorts, and entertainment",United States,Las Vegas,Nevada,501-1000,23000M,1986,Public,Casino guests; hotel guests; tourists; entertainment audiences,B2C,Gaming revenue + hotel revenue + entertainment + food and beverage,North America,"Casinos, luxury hotels, resorts, shopping, dining, entertainment shows, sports betting",Stable,Neutral,Gaming;Hotels;Resorts;Entertainment;Sports Betting;Hospitality,https://www.linkedin.com/company/mgm-resorts-international,"Leading gaming and hospitality company operating iconic casinos, luxury hotels, and entertainment destinations including Bellagio, MGM Grand, and Aria in Las Vegas and across the U.S.",Low
C220,Fox Corporation,https://fox.com,Entertainment & Media,"Media: television broadcasting, cable news, sports, and television production",United States,New York,New York,501-1000,12000M,2019,Public,TV audiences; sports fans; advertisers; content partners,B2C + B2B,Advertising + content licensing + sports rights,United States + Global,"Fox News, Fox Broadcasting, Fox Sports, Fox Television Studios, sports broadcasting, news",Stable,Mixed,Television;Cable News;Sports Broadcasting;Content Production;Advertising,https://www.linkedin.com/company/fox-corporation,"Media company operating Fox News, Fox Broadcasting, and Fox Sports with television production and sports broadcasting operations in the U.S. and globally",Low
C221,Paramount Global,https://paramount.com,Entertainment & Media,"Media and entertainment: television networks, film studio, streaming, and content production",United States,New York,New York,501-1000,29000M,2019,Public,TV audiences; streaming subscribers; advertisers; content partners,B2C + B2B,Advertising + content licensing + streaming subscriptions + box office,Global,"CBS, MTV, Nickelodeon, Comedy Central, BET, Paramount+ streaming, Paramount Pictures film studio",Stable,Mixed,Television;Streaming;Film;Content Production;Advertising;Box Office,https://www.linkedin.com/company/paramount-global,"Global media and entertainment company with television networks (CBS, MTV, Nickelodeon), a film studio (Paramount Pictures), and streaming service (Paramount+)",Low
C222,"Netflix, Inc.",https://netflix.com,Entertainment & Media,"Streaming entertainment: movies, TV shows, documentaries, and original content",United States,Los Gatos,California,501-1000,45000M,1997,Public,Subscribers; content consumers; advertisers,B2C + B2B,Streaming subscriptions + advertising,Global,"Streaming video, original content, movies, TV shows, documentaries, games, advertising-supported tier",Growing,Positive,Streaming;Content;Original Programming;Advertising;Mobile;Data Analytics,https://www.linkedin.com/company/netflix,"Leading streaming entertainment service offering movies, TV shows, documentaries, and original content to subscribers globally with advertising-supported and premium tiers",High
C223,Warner Bros. Discovery,https://wbd.com,Entertainment & Media,"Media and entertainment: film and TV studio, cable networks, and streaming",United States,New York,New York,501-1000,38000M,2022,Public,TV audiences; streaming subscribers; advertisers; content partners,B2C + B2B,Advertising + content licensing + streaming subscriptions + box office,Global,"Warner Bros. film studio, HBO, Max streaming, Discovery, CNN, Cartoon Network, TLC, MGM",Stable,Mixed,Film;Television;Streaming;Content Production;Advertising;Box Office;Studios,https://www.linkedin.com/company/warner-bros-discovery,"Global media and entertainment company formed from the merger of WarnerMedia and Discovery with film and TV studios, cable networks, and Max streaming service",Low
C224,Walt Disney Company,https://disney.com,Entertainment & Media,"Entertainment: theme parks, media networks, film studios, streaming, consumer products",United States,Burbank,California,10001-50000,91000M,1923,Public,Consumers; theme park visitors; streaming subscribers; advertisers; licensees,B2C + B2B,Theme park revenue + content + streaming + consumer products + advertising,Global,"Disney+, Hulu, ABC, ESPN, theme parks, film studios, consumer products, Marvel, Pixar, Star Wars, National Geographic",Growing,Positive,Theme Parks;Streaming;Film;Media Networks;Consumer Products;Marvel;Star Wars;Content,https://www.linkedin.com/company/walt-disney-company,"Global entertainment company with iconic brands and businesses including theme parks, film studios, television networks, streaming (Disney+), and consumer products",Medium
C225,Deloitte Global,https://deloitte.com,Professional Services,"Audit, consulting, tax, risk advisory, and financial advisory services",United Kingdom,London,London,10001-50000,70500M,1845,Partnership,Fortune 500 companies; governments; mid-market; startups,B2B Professional Services,Service fees + advisory engagements,Global,"Audit and assurance, consulting (technology, strategy, operations), tax, risk advisory, financial advisory, human capital",Stable,Positive,Audit;Consulting;Strategy;Technology;Risk;Tax;Advisory;Human Capital,https://www.linkedin.com/company/deloitte,"Largest professional services firm worldwide providing audit, consulting, tax, risk advisory, and financial advisory services to clients in more than 150 countries",Medium
C226,PwC Global,https://pwc.com,Professional Services,"Audit, tax, consulting, and advisory services",United Kingdom,London,London,10001-50000,56900M,1998,Partnership,Fortune 500 companies; governments; mid-market; startups,B2B Professional Services,Service fees + advisory engagements,Global,"Audit and assurance, tax, consulting (strategy&, digital, operations), advisory, deals",Stable,Neutral,Audit;Tax;Consulting;Strategy&;Advisory;Deals;Risk,https://www.linkedin.com/company/pwc,"Second-largest professional services firm providing audit, tax, consulting, and advisory services across strategy, digital transformation, risk, and deals",Medium
C227,Ernst & Young Global,https://ey.com,Professional Services,"Audit, tax, consulting, strategy and transactions services",United Kingdom,London,London,10001-50000,53200M,1989,Partnership,Fortune 500 companies; governments; mid-market; startups,B2B Professional Services,Service fees + consulting engagements,Global,"Audit and assurance, tax, consulting (technology, operations, strategy), strategy and transactions, capstone",Stable,Neutral,Audit;Tax;Consulting;Strategy;Transactions;Technology;Operations;Risk,https://www.linkedin.com/company/ernst-young-global,"Global professional services firm offering audit, tax, consulting, and strategy and transactions services across technology, operations, and risk advisory",Medium
C228,KPMG International,https://kpmg.com,Professional Services,"Audit, tax, advisory, and consulting services",Netherlands,Amstelveen,North Holland,10001-50000,39800M,1987,Partnership,Fortune 500 companies; governments; mid-market; private equity; startups,B2B Professional Services,Service fees + advisory engagements + tax services,Global,"Audit and assurance, tax, advisory (deals, restructuring, forensic), consulting (technology, operations, strategy)",Stable,Neutral,Audit;Tax;Advisory;Consulting;Technology;Operations;Deals;Restructuring,https://www.linkedin.com/company/kpmg-international,"Global professional services network providing audit, tax, advisory, and consulting services across strategy, operations, technology, and deals advisory",Medium
C229,Grant Thornton International,https://grantthornton.com,Professional Services,"Audit, tax, advisory, and consulting services for mid-market businesses and organizations",United States,Chicago,Illinois,501-1000,18000M,1924,Partnership,Mid-market businesses; governments; non-profits; startups; family offices,B2B Professional Services,Service fees + audit + tax + advisory,Global,"Audit and assurance, tax, advisory (risk, transactions, strategy), forensic, consulting for mid-market and growth clients",Growing,Positive,Audit;Tax;Advisory;Risk;Transactions;Forensic;Mid-Market;Consulting,https://www.linkedin.com/company/grant-thornton-international,"Global professional services network providing audit, tax, and advisory services primarily focused on mid-market businesses, growth companies, and organizations",Low
C230,Bain & Company,https://bain.com,Professional Services,Management consulting and strategy advisory services,United States,Boston,Massachusetts,501-1000,18000M,1973,Private,Fortune 500 executives; governments; mid-market; startups; private equity,B2B Professional Services,Consulting engagement fees + retainer,Global,"Strategy consulting, private equity advisory, corporate performance improvement, M&A, digital transformation, organizational culture",Growing,Positive,Strategy Consulting;Private Equity;M&A;Performance Improvement;Digital Transformation;Culture,https://www.linkedin.com/company/bain-and-company,"Leading global management consulting firm advising executives on strategy, private equity, performance improvement, M&A, and organizational transformation",Low
C231,Boston Consulting Group,https://bcg.com,Professional Services,Management consulting and strategy advisory services,United States,Boston,Massachusetts,501-1000,16000M,1963,Private,Fortune 500 executives; governments; non-profits; startups,B2B Professional Services,Consulting engagement fees + enterprise partnerships,Global,"Strategy consulting, corporate strategy, digital transformation, innovation, organizational design, sustainability",Growing,Positive,Strategy Consulting;Digital Transformation;Innovation;Corporate Strategy;Sustainability,https://www.linkedin.com/company/boston-consulting-group,"Global management consulting and technology company advising business and public sector leaders on strategy, digital transformation, and innovation",Low
C232,McKinsey & Company,https://mckinsey.com,Professional Services,"Management consulting, strategy, and organizational transformation",United States,New York,New York,501-1000,16000M,1926,Private,Fortune 500 executives; governments; non-profits; organizations,B2B Professional Services,Consulting engagement fees,Global,"Corporate strategy, organizational transformation, operations, digital and technology, marketing and sales, risk, sustainability",Stable,Mixed,Strategy Consulting;Operations;Digital;Technology;Organizational Transformation;Risk,https://www.linkedin.com/company/mckinsey-and-company,"Leading global management consulting firm advising organizations and governments on corporate strategy, organizational transformation, operations, and digital technologies",Low
C233,Accenture plc,https://accenture.com,Professional Services,"Technology consulting, outsourcing, and digital transformation services",Republic of Ireland,Dublin,Dublin,10001-50000,64000M,1989,Public,Fortune 500 companies; governments; mid-market; enterprises,B2B Professional Services,Consulting + outsourcing + managed services,Global,"Technology consulting, digital transformation, cloud, AI, cybersecurity, outsourcing, managed services, operations, strategy",Growing,Positive,Technology Consulting;Digital Transformation;Cloud;AI;Cybersecurity;Outsourcing;Managed Services,https://www.linkedin.com/company/accenture,"Global professional services company providing technology consulting, digital transformation, cloud, AI, cybersecurity, and outsourcing services to enterprises worldwide",Medium
C234,Capgemini SE,https://capgemini.com,Professional Services,"Consulting, technology services, and outsourcing",France,Paris,Paris,10001-50000,24000M,1967,Public,Fortune 500 companies; governments; enterprises; mid-market,B2B Professional Services,Consulting + technology services + outsourcing,Global,"IT consulting, digital transformation, cloud, cybersecurity, data, AI, technology services, outsourcing, application services",Stable,Positive,IT Consulting;Digital Transformation;Cloud;Cybersecurity;Data;AI;Technology Services;Outsourcing,https://www.linkedin.com/company/capgemini,"Global leader in consulting, technology services, and outsourcing helping enterprises with digital transformation, cloud, AI, cybersecurity, and IT services",Medium
C235,Alvarez & Marsal,https://alvarezandmarsal.com,Professional Services,"Performance improvement, turnaround management, crisis management, and turnaround consulting",United States,New York,New York,501-1000,2500M,1981,Private,Companies in distress; private equity; corporations; boards; government entities,B2B Professional Services,Consulting engagement fees,Global,"Turnaround management, performance improvement, crisis management, restructuring, operational turnaround, interim management",Growing,Positive,Turnaround;Performance Improvement;Crisis Management;Restructuring;Interim Management;Operations,https://www.linkedin.com/company/alvarez-marsal,"Global professional services firm specializing in performance improvement, turnaround management, crisis management, and restructuring for companies in distress and private equity clients",Low
C236,Exxon Mobil Corporation,https://exxonmobil.com,Energy / Oil & Gas,"Oil and gas exploration, production, refining, chemicals, and marketing",United States,Irving,Texas,10001-50000,340000M,1882,Public,Consumers; industrial; commercial; aviation; marine,Oil & Gas + Chemicals,Product sales + chemical sales + marketing,Global,"Crude oil, natural gas, gasoline, diesel, jet fuel, lubricants, petrochemicals, specialty chemicals",Stable,Neutral,Exploration;Production;Refining;Chemicals;Marketing;Supply Chain;Pipeline,https://www.linkedin.com/company/exxon-mobil-corporation,"Major integrated oil and gas company with operations in exploration, production, refining, chemicals, and global product marketing",Low
C237,Chevron Corporation,https://chevron.com,Energy / Oil & Gas,"Oil and gas exploration, production, refining, marketing, and chemicals",United States,San Ramon,California,501-1000,197000M,1879,Public,Consumers; industrial; commercial; aviation; marine,Oil & Gas + Chemicals,Product sales + chemical sales + marketing,Global,"Crude oil, natural gas, gasoline, diesel, chemicals, lubricants, petrochemicals",Stable,Neutral,Exploration;Production;Refining;Chemicals;Marketing;Supply Chain;Pipeline,https://www.linkedin.com/company/chevron,"Major integrated energy company with operations in oil and gas exploration, production, refining, marketing, and chemicals globally",Low
C238,Shell plc,https://shell.com,Energy / Oil & Gas,"Oil and gas: integrated energy, oil products, gas, LNG, chemicals, and renewables",United Kingdom,London,London,10001-50000,302000M,1907,Public,Consumers; industrial; commercial; aviation; energy companies,Oil & Gas + Chemicals + Energy,Product sales + chemical sales + energy sales,Global,"Crude oil, natural gas, LNG, gasoline, diesel, lubricants, petrochemicals, renewable energy, electricity",Stable,Neutral,Exploration;Production;Refining;LNG;Chemicals;Marketing;Renewables,https://www.linkedin.com/company/shell,"Global energy company with integrated operations in oil and gas exploration, production, refining, chemicals, LNG, and renewable energy",Low
C239,BP p.l.c.,https://bp.com,Energy / Oil & Gas,"Oil and gas: integrated energy, oil production, refining, marketing, and low-carbon energy",United Kingdom,London,London,10001-50000,200000M,1908,Public,Consumers; industrial; commercial; aviation; energy companies,Oil & Gas + Low Carbon Energy,Product sales + chemical sales + energy,Global,"Crude oil, natural gas, gasoline, diesel, petrochemicals, EV charging, renewable energy, hydrogen",Stable,Negative,Exploration;Production;Refining;Marketing;Renewables;EV Charging;Hydrogen,https://www.linkedin.com/company/bp,"Global energy company with oil and gas operations and growing low-carbon energy businesses including EV charging, renewables, and hydrogen",Low
C240,Equinor ASA,https://equinor.com,Energy / Oil & Gas,"Energy: oil and gas, renewables, and low-carbon solutions",Norway,Stavanger,Rogaland,501-1000,105000M,1972,Public,Energy companies; consumers; governments; industrial,Oil & Gas + Renewables,Product sales + energy sales,Global,"Crude oil, natural gas, LNG, wind power, solar, carbon capture, hydrogen",Stable,Neutral,Exploration;Production;Renewables;Wind;Carbon Capture;Hydrogen;LNG,https://www.linkedin.com/company/equinor,Norwegian energy company with oil and gas operations and significant renewable energy investments including wind power and carbon capture projects,Low
C241,Saudi Aramco,https://aramco.com,Energy / Oil & Gas,"Oil and gas: exploration, production, refining, chemicals, and marketing",Saudi Arabia,Dhahran,Eastern Province,10001-50000,495000M,1933,Public,Consumers; industrial; commercial; national oil companies; refineries,Oil & Gas + Chemicals,Product sales + chemical sales,Global + Middle East,"Crude oil, natural gas, refined products, petrochemicals, fertilizers",Stable,Neutral,Exploration;Production;Refining;Chemicals;Marketing;Oil,https://www.linkedin.com/company/saudi-aramco,"World's largest oil and gas company with integrated operations in exploration, production, refining, chemicals, and global marketing",Low
C242,TotalEnergies SE,https://totalenergies.com,Energy / Oil & Gas,"Oil and gas: integrated energy, oil and gas, electricity, renewables, and gas",France,Paris,Paris,501-1000,210000M,1924,Public,Consumers; industrial; commercial; energy companies; governments,Oil & Gas + Electricity + Renewables,Product sales + energy sales + electricity,Global,"Crude oil, natural gas, LNG, electricity, renewable energy, solar, wind, biofuels",Stable,Neutral,Exploration;Production;Refining;Electricity;Renewables;Biofuels;LNG,https://www.linkedin.com/company/totalenergies,"Global integrated energy company with oil and gas operations and growing electricity, renewables, and biofuel businesses",Low
C243,ConocoPhillips,https://conocophillips.com,Energy / Oil & Gas,Independent oil and gas exploration and production,United States,Houston,Texas,501-1000,56400M,1917,Public,Energy companies; wholesale buyers; refineries,Oil & Gas,Product sales,Global,"Crude oil, natural gas, natural gas liquids, LNG, oil sands",Stable,Positive,Exploration;Production;EOR;LNG;Oil Sands;North America;International,https://www.linkedin.com/company/conocophillips,"Independent exploration and production company focused on oil and gas resources with operations across North America, Europe, Asia, and other regions",Low
C244,Marathon Petroleum Corporation,https://marathonpetroleum.com,Energy / Oil & Gas,"Oil refining, marketing, and midstream operations",United States,Findlay,Ohio,501-1000,147000M,1982,Public,Refineries; wholesale; retail; commercial; industrial,Oil & Gas Refining + Marketing + Midstream,Product sales + midstream fees,North America,"Gasoline, diesel, jet fuel, asphalt, refining, marketing, midstream pipelines and terminals",Stable,Positive,Refining;Marketing;Midstream;Pipeline;Terminal;Wholesale;Retail,https://www.linkedin.com/company/marathon-petroleum-corporation,"Leading independent petroleum refining and marketing company with refining operations, retail brands (Marathon, Speedway), and midstream infrastructure",Low
C245,Valero Energy Corporation,https://valero.com,Energy / Oil & Gas,"Oil refining, ethanol, and renewable diesel production",United States,San Antonio,Texas,501-1000,140000M,1984,Public,Refineries; wholesale; retail; commercial; industrial; renewable fuel buyers,Oil & Gas Refining + Renewable Fuels,Product sales + renewable fuel sales,North America,"Gasoline, diesel, jet fuel, asphalt, ethanol, renewable diesel, refining",Stable,Positive,Refining;Renewable Diesel;Ethanol;Marketing;Wholesale;Renewable Fuels,https://www.linkedin.com/company/valero-energy-corporation,"Major independent refining company producing gasoline, diesel, jet fuel, and asphalt with growing renewable diesel and ethanol production businesses",Low
C246,Enterprise Products Partners,https://eplus.com,Energy / Oil & Gas,"Oil and gas midstream: pipelines, terminals, and processing",United States,Houston,Texas,10001-50000,54800M,1968,MLP/Public,Oil and gas producers; refiners; midstream customers; shippers,Oil & Gas Midstream + Storage + Processing,Midstream fees + processing fees + storage rents,North America,"Pipelines, natural gas processing, NGL fractionation, terminals, storage, export facilities",Stable,Positive,Midstream;Pipelines;Processing;Fractionation;Storage;Terminals;NGL;Export,https://www.linkedin.com/company/enterprise-products-partners,"Leading oil and gas midstream company operating extensive pipeline, processing, fractionation, terminal, and storage networks across North America",Low
C247,Williams Companies,https://williams.com,Energy / Oil & Gas,"Natural gas midstream: pipelines, gathering, processing, and trading",United States,Tulsa,Oklahoma,501-1000,10400M,1905,Public,Natural gas producers; pipelines; utilities; LNG exporters,Oil & Gas Midstream,Midstream fees + processing fees + gathering fees,North America + Global,"Natural gas gathering, processing, pipelines, LNG export, gas trading, compression",Stable,Neutral,Gathering;Processing;Pipelines;LNG;Compression;Trading;Midstream,https://www.linkedin.com/company/williams-companies,"Natural gas midstream company operating gathering, processing, pipeline, and LNG export assets across major natural gas basins in North America",Low
C248,"Waste Management, Inc.",https://wm.com,Environmental / Waste,"Waste management, recycling, and environmental services",United States,Houston,Texas,10001-50000,21000M,1968,Public,Residential; commercial; industrial; municipal; construction,Waste Management + Recycling + Environmental Services,Service fees + tipping fees + recycling revenue,North America + Global,"Residential waste collection, commercial waste, industrial waste, recycling, landfill operations, energy recovery",Stable,Positive,Waste Collection;Recycling;Landfill;Energy Recovery;Environmental Services;Logistics,https://www.linkedin.com/company/waste-management-inc,"Leading waste management company providing residential, commercial, industrial waste collection, recycling, and landfill services with energy recovery operations",Medium
C249,Republic Services,https://republicservices.com,Environmental / Waste,"Non-hazardous waste collection, recycling, and disposal services",United States,Phoenix,Arizona,10001-50000,16600M,1998,Public,Residential; commercial; industrial; municipal; construction,Waste Management + Recycling + Disposal,Service fees + disposal fees + recycling revenue,North America,"Waste collection, recycling, solid waste disposal, industrial waste, construction debris, portable toilets",Stable,Positive,Waste Collection;Recycling;Disposal;Industrial Waste;Construction Waste;Logistics,https://www.linkedin.com/company/republic-services,"Major waste management company providing non-hazardous waste collection, recycling, and disposal services to residential, commercial, and industrial customers",Medium
C250,"Clean Harbors, Inc.",https://cleanharbors.com,Environmental / Waste,"Hazardous waste management, environmental services, and emergency response",United States,Quincy,Massachusetts,501-1000,4200M,1980,Public,Industrial; manufacturing; oil and gas; government; power generation,Hazardous Waste + Environmental Services,Service fees + disposal fees + remediation,North America + Global,"Hazardous waste collection, disposal, recycling, industrial cleaning, field services, environmental remediation, emergency response",Stable,Positive,Hazardous Waste;Environmental Services;Industrial Cleaning;Remediation;Emergency Response;Safety,https://www.linkedin.com/company/clean-harbors,"Leading provider of hazardous waste management, environmental services, and industrial cleaning with emergency response capabilities for industrial and government clients",Medium
C251,Suez S.A.,https://suez.com,Environmental / Waste,"Water and waste management: water treatment, waste-to-energy, and circular economy",France,Paris,Paris,10001-50000,27000M,2000,Public,Municipalities; utilities; industrial; commercial,Utilities + Waste Management + Water,Service fees + utility fees + waste management,Global,"Water treatment, waste collection and disposal, recycling, water utilities, waste-to-energy, circular economy solutions",Stable,Positive,Water Treatment;Waste Management;Utilities;Recycling;Waste-to-Energy;Circular Economy,https://www.linkedin.com/company/suez,"Global utilities company providing water management and waste treatment services with a focus on water treatment, recycling, and circular economy solutions",Medium
C252,Veolia Environnement,https://veolia.com,Environmental / Waste,"Water, waste, and energy services: treatment, recycling, and resource recovery",France,Paris,Paris,10001-50000,43000M,1870,Public,Municipalities; utilities; industrial; commercial; residential,Utilities + Waste Management + Energy,Service fees + utility fees + resource recovery,Global,"Water treatment and distribution, waste collection and recycling, energy recovery, remediation, ecological transformation",Growing,Positive,Water;Waste;Energy Recovery;Recycling;Remediation;Ecological Transformation;Utilities,https://www.linkedin.com/company/veolia-environnement,"Global environmental services company providing water, waste, and energy solutions with a focus on resource recovery, recycling, and ecological transformation",Medium
C253,Ecolab Inc.,https://ecolab.com,Environmental / Waste,"Water, hygiene, and infection prevention solutions",United States,Saint Paul,Minnesota,501-1000,16000M,1923,Public,Foodservice; hospitality; healthcare; manufacturing; commercial,Environmental Services + Water + Hygiene,Product sales + services,Global,"Water treatment, sanitation, hand hygiene, infection prevention, cleaning and sanitizing solutions",Growing,Positive,Water Treatment;Hygiene;Infection Prevention;Sanitation;Cleaning;Healthcare;Foodservice,https://www.linkedin.com/company/ecolab,"Global provider of water, hygiene, and infection prevention solutions and services for foodservice, hospitality, healthcare, and industrial markets",Medium
C254,Deere & Company,https://johndeere.com,Agriculture,"Agricultural and construction equipment: tractors, harvesters, sprayers, and construction equipment",United States,Moline,Illinois,10001-50000,45000M,1837,Public,Farmers; agricultural producers; construction companies; turf and grounds maintenance,Agricultural Equipment + Construction Equipment,Product sales + financing + aftermarket parts,Global + North America,"Tractors, harvesters, sprayers, planters, construction equipment, turf equipment, forestry equipment, autonomous technology",Stable,Positive,Agricultural Equipment;Construction Equipment;Precision Ag;Tractors;Autonomous;Manufacturing;Aftermarket,https://www.linkedin.com/company/deere-and-company,"Leading manufacturer of agricultural and construction equipment including tractors, harvesters, sprayers, and autonomous farming technology for agriculture and construction",Medium
C255,Bayer Aktiengesellschaft,https://bayer.com,Agriculture,"Crop science, seeds, pesticides, herbicides, and digital farming solutions",Germany,Leverkusen,North Rhine-Westphalia,501-1000,60000M,1863,Public,Farmers; agricultural producers; agricultural distributors; gardens; turf,Agriculture + Pharmaceuticals,Product sales + crop protection + seeds,Global,"Crop protection chemicals, seeds and traits, digital farming, agricultural biologicals, gardening products",Stable,Mixed,Crop Science;Seeds;Pesticides;Herbicides;Digital Farming;Agriculture;Seeds Traits,https://www.linkedin.com/company/bayer-agriculture,"Global agriculture company providing crop science products including seeds, crop protection chemicals, digital farming solutions, and gardening products",Low
C256,Nutrien Ltd.,https://nutrien.com,Agriculture,"Agriculture inputs: fertilizer, crop protection, and seed products",Canada,Lloydminster,Saskatchewan,10001-50000,26000M,2018,Public,Farmers; agricultural producers; crop protection buyers,Agriculture + Fertilizer + Crop Protection,Product sales,Global + North America,"Fertilizer (potash, nitrogen, phosphate), crop protection, seeds, agronomic services",Growing,Positive,Fertilizer;Potash;Nitrogen;Phosphate;Crop Protection;Seeds;Agronomy,https://www.linkedin.com/company/nutrien,"Leading agriculture company providing fertilizer (potash, nitrogen, phosphate), crop protection products, and seeds to farmers worldwide",Medium
C257,Corteva Agriscience,https://corteva.com,Agriculture,"Agriculture: crop protection, seeds, and digital farming solutions",United States,Indianapolis,Indiana,501-1000,17000M,2018,Public,Farmers; agricultural producers; agricultural distributors; gardens,Agriculture + Crop Protection + Seeds,Product sales,Global,"Crop protection chemicals, seeds and traits, digital farming, agricultural biologicals, turf and ornamentals",Stable,Positive,Crop Protection;Seeds;Digital Farming;Agricultural Biologicals;Turf;Ornamentals,https://www.linkedin.com/company/corteva-agriscience,"Global agriculture company providing crop protection, seeds, and digital farming solutions for row crops, specialty crops, and turf and ornamental markets",Medium
C258,Archer-Daniels-Midland,https://adm.com,Agriculture,"Food processing and commodities: oilseeds, grains, ethanol, and specialty ingredients",United States,Chicago,Illinois,501-1000,85000M,1902,Public,Food manufacturers; foodservice; retailers; industrial; biofuels,Food Processing + Commodities + Ag Products,Product sales + commodity trading + processing,Global,"Soybeans, corn, wheat, vegetable oils, protein meals, ethanol, specialty ingredients, cocoa, starches",Stable,Neutral,Grain Processing;Oilseed Processing;Commodity Trading;Ethanol;Biofuels;Food Ingredients;Agronomy,https://www.linkedin.com/company/archer-daniels-midland,"Global food processing and commodities company processing oilseeds, grains, and specialty crops into food ingredients, biofuels, and animal feed products",Low
